is_directed,has_spatial_attributes,has_temporal_attributes,is_bipartite,n_components,avg_between_centrality,avg_closeness_centrality,avg_eigenvector_centrality,avg_degree,std_degree,clustering_coefficient,transitivity,modularity,communities,avg_shortest_path_length,radius,diameter,assortivity,vertex_connectivity,eccentricity_avg,n_nodes,node_types,node_attributes,number_of_isolates,density,edge_types,edge_attributes,n_parallel_edges,n_self_loops
1.0,1.0,1.0,0.0,4.0,0.10055567769076984,0.5326990745980137,0.37150487441068514,8.692011440846347,3.660412550717129,0.0,0.0,0.1191938579327374,7.0,0.9312422930586358,10.0,1.0,-0.6639143230998559,79.0,12.697494339561048,13127.0,4.0,6.0,26.0,0.28846791657184345,2.0,11.0,0.0,1.0
1.0,0.0,0.0,1.0,9.0,0.2879459079847629,0.23812221804384903,0.21820672274442676,64.54564902537541,6.334713536746958,1.0,0.0,0.5028490191280661,108.0,0.8321156025300883,13.0,17.0,-0.5406953571056916,35.0,1.0078032260126557,1313.0,4.0,3.0,139.0,0.0007664564723948164,2.0,4.0,1.0,3.0
1.0,0.0,1.0,1.0,5.0,0.020643699492749207,0.09185868065826786,0.42888213404097364,39.465231216070286,7.283766641637257,1.0,0.0,0.4119903754198203,9.0,0.6818631887126039,3.0,4.0,-0.917946672810281,77.0,16.223920968524933,17956.0,4.0,0.0,0.0,0.9644222244134679,1.0,13.0,3.0,2.0
1.0,1.0,0.0,1.0,3.0,0.1628440902303979,0.3869199915771737,0.14227887834314482,81.29989571441045,4.545837663900636,1.0,1.0,0.17399673296870166,38.0,0.4840167376125366,5.0,14.0,-0.7506306338371167,10.0,10.060524280564094,7680.0,2.0,9.0,61.0,0.3645812450307039,2.0,12.0,2.0,4.0
0.0,0.0,1.0,1.0,4.0,0.2160457984324451,0.7840746259144714,0.6477747222315923,78.01788184163114,7.3335288977527116,1.0,0.0,0.6705668085697148,61.0,0.5551146903330385,9.0,6.0,0.8498555993555688,11.0,9.948434033452594,6574.0,1.0,2.0,80.0,0.2305200656258133,1.0,8.0,0.0,0.0
1.0,1.0,0.0,0.0,4.0,0.10302412374382204,0.6817517685017292,0.30654527200532333,99.97083787749268,3.3357997015829373,0.0,0.0,0.4154880638140547,149.0,0.3559815774149636,5.0,13.0,-0.5995847596674344,14.0,13.5045474610574,1878.0,2.0,3.0,46.0,0.6538114707742265,4.0,2.0,1.0,3.0
0.0,1.0,1.0,1.0,9.0,0.022826453889036837,0.8408727234633308,0.30223996660015034,29.917027275270826,6.49492116793432,1.0,1.0,0.6851602313977222,100.0,0.2141952687530141,2.0,16.0,-0.31251394684451816,64.0,6.713112866594119,16758.0,1.0,14.0,52.0,0.9190099358979034,1.0,11.0,4.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0848629020919447,0.45146826478665736,0.5504275302098521,17.507879576399223,6.245327995430217,1.0,0.0,0.38281899345511994,81.0,0.27679740886785476,8.0,16.0,0.6557932901580825,73.0,6.900900856454932,1636.0,3.0,5.0,123.0,0.11353755921410635,4.0,10.0,1.0,4.0
1.0,0.0,0.0,0.0,3.0,0.15964468490859096,0.12427198034602849,0.6352627887977564,18.531823838407757,5.751438979290325,0.0,0.0,0.8258626758965936,159.0,0.0046636074505186365,1.0,14.0,-0.625863787655591,50.0,0.3927760353867733,9247.0,4.0,4.0,40.0,0.4741379904334416,2.0,12.0,3.0,4.0
0.0,1.0,0.0,1.0,1.0,0.1049750988234591,0.5226252331424385,0.34578163344998136,59.891898669172875,3.2915683520269194,1.0,0.0,0.5740732161851406,50.0,0.7417263776084922,12.0,8.0,0.7522490748210628,63.0,16.836218333516157,13151.0,1.0,14.0,117.0,0.8362434131892157,3.0,14.0,3.0,4.0
1.0,1.0,0.0,0.0,8.0,0.13717171263370004,0.039490009784763136,0.5399024598194212,33.45441510782494,3.745815290125681,1.0,0.0,0.811830033794613,89.0,0.213682781876244,1.0,12.0,-0.9155901425396831,65.0,6.343092792173991,8067.0,3.0,2.0,94.0,0.025797771101492506,1.0,4.0,4.0,1.0
1.0,0.0,0.0,1.0,2.0,0.03073112384590249,0.4308684180710993,0.1007586744447725,90.68548298993514,1.6751545714292346,0.0,1.0,0.626022603144522,95.0,0.10914443181065614,3.0,4.0,0.059268911284822146,68.0,14.129148149804392,19659.0,4.0,6.0,14.0,0.5150323477415054,1.0,12.0,3.0,3.0
1.0,0.0,0.0,0.0,8.0,0.004710269352255931,0.2014168609502891,0.17668637789525662,7.935625069645546,2.2246907262157674,1.0,1.0,0.36169001790286404,92.0,0.3557489280884776,4.0,1.0,-0.6100975847637429,27.0,3.6812104840150504,14893.0,2.0,10.0,40.0,0.4265268773862515,3.0,10.0,4.0,4.0
1.0,0.0,0.0,0.0,1.0,0.2896121737036076,0.8442479168661324,0.48509321959027873,76.48168119193937,5.458081236055954,1.0,0.0,0.38774949602610875,73.0,0.3603725335485797,7.0,5.0,-0.25869326890409483,53.0,16.648083477122544,5622.0,2.0,6.0,129.0,0.5591628986846595,1.0,3.0,3.0,1.0
0.0,0.0,0.0,0.0,6.0,0.025776876131763632,0.12892590586785047,0.6487229761918134,48.97106450304053,2.603509817048013,1.0,1.0,0.8074460340632574,88.0,0.7397596927428729,9.0,8.0,-0.8553480203764878,53.0,9.297661537383608,4511.0,1.0,14.0,28.0,0.17567265039142033,3.0,11.0,2.0,4.0
0.0,0.0,0.0,0.0,9.0,0.0966321100702611,0.47463742271165144,0.08204612106539837,63.74334360110081,5.794370443257488,0.0,1.0,0.02922677282541286,52.0,0.21841391449051573,5.0,15.0,-0.6796920479603525,13.0,9.731037981925082,2508.0,1.0,6.0,139.0,0.3744189547866087,2.0,14.0,4.0,1.0
0.0,0.0,0.0,1.0,1.0,0.21913497333758625,0.38513768759421674,0.09407103557978386,58.782424454976045,4.995283603707315,1.0,1.0,0.17314382995165845,135.0,0.3192665743624956,9.0,3.0,-0.8602817010641954,47.0,3.997682298339323,5043.0,4.0,12.0,33.0,0.5589993349072621,2.0,14.0,3.0,3.0
1.0,0.0,1.0,1.0,1.0,0.2786864620048042,0.8453850946993839,0.6826590660134315,53.0258603924154,2.8517089043550987,1.0,1.0,0.6295371040437885,31.0,0.5614672337511463,4.0,16.0,-0.2707722518919875,20.0,5.668013946661526,5774.0,1.0,6.0,123.0,0.4107603870394132,4.0,3.0,3.0,2.0
1.0,1.0,0.0,1.0,1.0,0.10601670310523884,0.5616247030681413,0.06386545143877928,69.83473549683819,1.3409463695681234,1.0,1.0,0.7434217973843035,158.0,0.4585900830836799,4.0,1.0,-0.2195809023934021,0.0,0.32069422136186143,14472.0,3.0,3.0,24.0,0.2532068625047912,3.0,11.0,3.0,4.0
1.0,1.0,1.0,0.0,4.0,0.2151826055838254,0.474954644495594,0.030027128098811272,54.570633878582484,2.5580246848133212,1.0,1.0,0.8523552208496284,88.0,0.6180289197856119,1.0,16.0,0.02321712667356568,40.0,1.8284867389883444,620.0,2.0,14.0,4.0,0.795572723590141,1.0,0.0,1.0,2.0
1.0,0.0,0.0,1.0,9.0,0.15580332676833733,0.5961940429332528,0.37222803480990924,92.24716976726162,2.921838064707849,1.0,0.0,0.771011037612388,3.0,0.7018178187952029,4.0,12.0,-0.16147888133958443,37.0,0.12961594316295955,15943.0,4.0,14.0,60.0,0.9759340639710219,2.0,5.0,3.0,3.0
